16.243454,13.413857,570.412369
6.117564,36.735231,111.681987
5.281718,12.104749,62.392124
10.729686,17.807356,303.538953
8.654076,32.847355,151.109269
23.015387,5.081473,1095.248464
17.448118,22.216694,630.203546
7.612069,28.611018,122.912285
3.190391,7.986555,9.546054
2.493704,0.978436,61.039806
14.621079,41.193520,466.885172
20.601407,9.454782,885.786654
3.224172,25.384819,54.750746
3.840544,25.785478,31.290701
11.337694,10.516379,268.362645
10.998913,39.368502,294.465677
1.724282,1.160865,25.586387
8.778584,48.473171,173.763699
0.422137,33.642531,31.773612
5.828152,12.267016,90.001203
11.006192,0.738509,309.630082
11.447237,23.254849,308.475003
9.015907,38.212678,222.796998
5.024943,59.013052,69.762996
9.008559,55.739456,166.939079
6.837279,37.084921,164.995966
1.228902,48.829523,-2.208375
9.357694,10.140351,201.229213
2.678881,35.978041,10.381477
5.303555,25.900360,70.098159
6.916608,5.427609,123.282130
3.967535,18.117619,49.421882
6.871727,36.901744,130.276851
8.452056,16.516125,206.073849
6.712461,23.784206,109.842366
0.126646,18.705922,-22.250398
11.173103,15.617290,261.549431
2.344157,34.330242,6.707524
16.598022,24.055831,569.298803
7.420442,1.397019,150.887829
1.918356,5.597093,5.150971
8.876290,3.052376,179.986205
7.471583,26.066585,136.026022
16.924546,22.512349,597.721745
0.508078,15.883960,-13.185809
6.369956,4.131036,115.756791
1.909155,2.334634,27.387992
21.002551,18.551408,938.358543
1.201590,6.974837,44.703102
6.172031,20.476542,70.589491
3.001703,9.303503,22.125810
3.522498,73.045133,32.766691
11.425182,31.164738,241.483413
3.493427,65.609389,75.638925
2.088942,13.240933,24.320827
5.866232,3.004657,67.532262
8.389834,4.093342,208.971605
9.311021,3.571626,215.036520
2.855873,0.522282,35.470167
8.851412,33.660562,173.109243
7.543979,15.512834,140.579643
12.528682,29.910805,323.008161
5.129298,7.463975,85.907817
2.980928,8.899235,21.225886
4.885181,14.856340,67.066504
0.755717,5.241095,29.450465
11.316294,29.590056,297.760858
15.198168,6.406017,514.812484
21.855754,65.720992,1028.445220
13.964963,56.890828,419.269861
14.441138,19.407501,479.136445
5.044659,27.044607,98.898319
1.600371,75.849771,27.099598
8.761689,7.459043,199.517640
3.156349,1.310070,13.848502
20.222012,6.789427,863.169843
3.062040,39.943713,1.120779
8.279746,8.619236,188.592702
2.300947,20.402095,14.407962
7.620112,9.594048,168.989422
2.223281,38.176763,2.917571
2.007581,9.406432,7.333323
1.865614,15.095544,16.466374
4.100516,38.796776,66.359021
1.982997,3.313411,17.028551
1.190086,18.520862,12.625366
6.706623,16.882833,112.408000
3.775638,7.222113,45.381551
1.218213,8.419952,-13.706678
11.294839,2.193381,292.649839
11.989179,34.810157,321.716773
1.851564,11.084781,13.274783
3.752850,57.139761,51.273038
6.387304,33.331701,89.143656
4.234944,19.771494,48.884164
0.773401,48.823150,-0.430738
3.438537,18.069578,44.308720
0.435969,12.608466,19.383456
6.200008,24.328550,78.371729
6.980320,31.333263,132.108914
